      DATE     TIME    DEC_YEAR     MJD          E          N          U    E_HYDL    N_HYDL     U_HYDL    E_NTAL    N_NTAL    U_NTAL    E_NTOL    N_NTOL    U_NTOL    E_SLEL    N_SLEL    U_SLEL    E_sHAO    N_sHAO     U_sHAO    E_FULL    N_FULL     U_FULL  dE_GPS_HYDL  dN_GPS_HYDL  dU_GPS_HYDL  dE_GPS_NTAL  dN_GPS_NTAL  dU_GPS_NTAL  dE_GPS_NTOL  dN_GPS_NTOL  dU_GPS_NTOL  dE_GPS_SLEL  dN_GPS_SLEL  dU_GPS_SLEL  dE_GPS_sHAO  dN_GPS_sHAO  dU_GPS_sHAO  dE_GPS_FULL  dN_GPS_FULL  dU_GPS_FULL
2007-10-13 12:00:00 2007.782192 54386.5  24.998311 -68.201894   7.944760 -1.205338  0.115327  10.272430  0.046841  0.029166  1.476765  0.062928 -0.079312 -0.163186  0.010341 -0.125716  0.360539 -1.095569  0.065181  11.586009 -1.085228 -0.060535  11.946548    26.203649   -68.317221    -2.327670    24.951470   -68.231061     6.467995    24.935383   -68.122582     8.107945    24.987969   -68.076178     7.584220    26.093880   -68.267076    -3.641249    26.083539   -68.141359    -4.001788
2007-10-14 12:00:00 2007.784932 54387.5  22.310614 -68.879761   7.526339 -1.222004  0.064756   9.909982  0.100967  0.016815  1.129945 -0.101893 -0.136350 -0.080684  0.002125 -0.111252  0.358195 -1.222929 -0.054779  10.959243 -1.220805 -0.166031  11.317439    23.532617   -68.944518    -2.383643    22.209646   -68.896577     6.396395    22.412507   -68.743411     7.607023    22.308489   -68.768509     7.168144    23.533543   -68.824983    -3.432904    23.531418   -68.713731    -3.791100
2007-10-15 12:00:00 2007.787671 54388.5  21.388018 -68.772441  -1.558659 -1.255865  0.037719   9.732701  0.147265  0.040807  0.022602  0.065512 -0.134549 -0.203895  0.003238 -0.095287  0.339894 -1.043088 -0.056023   9.551408 -1.039850 -0.151310   9.891302    22.643883   -68.810160   -11.291360    21.240753   -68.813248    -1.581262    21.322506   -68.637892    -1.354765    21.384779   -68.677155    -1.898553    22.431106   -68.716418   -11.110068    22.427868   -68.621131   -11.449961
2007-10-16 12:00:00 2007.790411 54389.5  21.991263 -67.283568  -0.888696 -1.247386  0.016320   9.722821  0.134486  0.078183 -0.595480  0.097596 -0.006006 -0.173249  0.022214 -0.096271  0.334055 -1.015303  0.088497   8.954091 -0.993089 -0.007774   9.288146    23.238649   -67.299887   -10.611517    21.856777   -67.361751    -0.293216    21.893667   -67.277561    -0.715447    21.969050   -67.187296    -1.222751    23.006566   -67.372064    -9.842787    22.984353   -67.275793   -10.176842
2007-10-17 12:00:00 2007.793151 54390.5  20.134387 -66.742607  -1.186646 -1.198322 -0.104187   9.313580  0.078405  0.056513 -1.018225 -0.088510  0.104903 -0.271747  0.014936 -0.115329  0.332778 -1.208428  0.057229   8.023607 -1.193492 -0.058100   8.356385    21.332710   -66.638420   -10.500226    20.055982   -66.799120    -0.168421    20.222898   -66.847510    -0.914899    20.119451   -66.627278    -1.519425    21.342815   -66.799836    -9.210253    21.327879   -66.684507    -9.543032
2007-10-18 12:00:00 2007.795890 54391.5  21.734194 -68.470459   5.997728 -1.222936 -0.106714   9.199519  0.015152 -0.008591 -0.553157  0.024930  0.201352 -0.101839  0.004061 -0.130692  0.313177 -1.182853  0.086047   8.544523 -1.178793 -0.044645   8.857700    22.957130   -68.363745    -3.201791    21.719042   -68.461868     6.550884    21.709264   -68.671811     6.099566    21.730133   -68.339767     5.684551    22.917047   -68.556505    -2.546796    22.912987   -68.425814    -2.859973
2007-10-19 12:00:00 2007.798630 54392.5  19.074510 -67.685919  10.524122 -1.195628 -0.120875   8.948273  0.067935  0.038088 -0.326369  0.029372  0.237394  0.018279  0.026205 -0.142371  0.308073 -1.098320  0.154607   8.640183 -1.072115  0.012236   8.948256    20.270138   -67.565045     1.575850    19.006574   -67.724008    10.850492    19.045137   -67.923313    10.505844    19.048304   -67.543548    10.216049    20.172830   -67.840527     1.883940    20.146624   -67.698155     1.575866
2007-10-20 12:00:00 2007.801370 54393.5  19.379373 -71.340951  15.157084 -1.199159 -0.133605   8.859814  0.097572  0.192514 -0.428425  0.340183 -0.028472 -0.018792  0.038819 -0.131276  0.330169 -0.761404  0.030436   8.412597 -0.722585 -0.100840   8.742767    20.578532   -71.207346     6.297270    19.281801   -71.533464    15.585509    19.039190   -71.312479    15.175876    19.340554   -71.209675    14.826915    20.140777   -71.371387     6.744487    20.101958   -71.240111     6.414317
2007-10-21 12:00:00 2007.804110 54394.5  21.632114 -69.786554   6.270024 -1.169171 -0.160053   8.982047  0.130902  0.240854  0.137415  0.478771 -0.083723 -0.091945  0.021900 -0.075634  0.355137 -0.559498 -0.002923   9.027516 -0.537598 -0.078557   9.382653    22.801285   -69.626500    -2.712023    21.501212   -70.027408     6.132609    21.153343   -69.702830     6.361969    21.610214   -69.710920     5.914886    22.191612   -69.783631    -2.757492    22.169712   -69.707997    -3.112630
2007-10-22 12:00:00 2007.806849 54395.5  21.737044 -65.787512   7.714283 -1.159972 -0.185832   9.013667  0.167501  0.251497  0.194690  0.539162  0.022503  0.153225  0.006094 -0.032507  0.342311 -0.453309  0.088167   9.361581 -0.447215  0.055661   9.703892    22.897017   -65.601679    -1.299383    21.569543   -66.039009     7.519593    21.197882   -65.810015     7.561059    21.730951   -65.755005     7.371973    22.190353   -65.875679    -1.647298    22.184259   -65.843173    -1.989608
2007-10-23 12:00:00 2007.809589 54396.5  22.358986 -66.383169   8.242091 -1.118778 -0.255685   8.901283  0.182430  0.178358 -0.229780  0.418403  0.116691 -0.009259 -0.011936 -0.040806  0.341623 -0.517944  0.039365   8.662244 -0.529880 -0.001441   9.003867    23.477763   -66.127485    -0.659192    22.176555   -66.561527     8.471870    21.940583   -66.499861     8.251350    22.370922   -66.342364     7.900468    22.876930   -66.422534    -0.420154    22.888866   -66.381728    -0.761777
2007-10-24 12:00:00 2007.812329 54397.5  20.932268 -68.405785   1.109022 -1.092573 -0.344068   8.414785  0.264357  0.191707 -0.546817  0.092610  0.069431 -0.120405 -0.005416 -0.042840  0.357487 -0.735605 -0.082929   7.747563 -0.741022 -0.125769   8.105049    22.024841   -68.061717    -7.305762    20.667911   -68.597492     1.655840    20.839658   -68.475216     1.229428    20.937685   -68.362945     0.751536    21.667874   -68.322856    -6.638540    21.673290   -68.280016    -6.996027
2007-10-25 12:00:00 2007.815068 54398.5  21.788827 -67.003237   0.990892 -1.072987 -0.342497   8.412131  0.166043  0.362596  0.569697 -0.099830  0.047668  0.014263  0.012341 -0.039013  0.375294 -1.006774  0.067767   8.996090 -0.994433  0.028754   9.371384    22.861814   -66.660740    -7.421238    21.622784   -67.365833     0.421196    21.888657   -67.050904     0.976630    21.776486   -66.964224     0.615598    22.795601   -67.071004    -8.005198    22.783260   -67.031991    -8.380492
